coefficient,value,model_domain,model_version
GI_NONAGED_HCC85,0.263,ESRD,D21
GI_NONAGED_PRESSURE_ULCER,0.528,ESRD,D21
GI_NONAGED_HCC161,0.469,ESRD,D21
GI_NONAGED_HCC39,0.447,ESRD,D21
GI_NONAGED_HCC77,0.448,ESRD,D21
GI_NONAGED_HCC6,0.314,ESRD,D21
LT65_DUR4_9,2.174,ESRD,D21
GE65_DUR4_9,2.562,ESRD,D21
LT65_DUR10PL,0.84,ESRD,D21
GE65_DUR10PL,1.121,ESRD,D21
TRANSPLANT_KIDNEY_ONLY_1M,6.03,ESRD,D21
TRANSPLANT_KIDNEY_ONLY_2M,0.895,ESRD,D21
TRANSPLANT_KIDNEY_ONLY_3M,0.895,ESRD,D21
DNE_NMCAID_NORIGDIS_NEF0_34,0.793,ESRD,D21
DNE_NMCAID_NORIGDIS_NEF35_44,0.793,ESRD,D21
DNE_NMCAID_NORIGDIS_NEF45_54,0.877,ESRD,D21
DNE_NMCAID_NORIGDIS_NEF55_59,0.917,ESRD,D21
DNE_NMCAID_NORIGDIS_NEF60_64,0.975,ESRD,D21
DNE_NMCAID_NORIGDIS_NEF65_69,1.121,ESRD,D21
DNE_NMCAID_NORIGDIS_NEF70_74,1.191,ESRD,D21
DNE_NMCAID_NORIGDIS_NEF75_79,1.191,ESRD,D21
DNE_NMCAID_NORIGDIS_NEF80_84,1.221,ESRD,D21
DNE_NMCAID_NORIGDIS_NEF85_GT,1.164,ESRD,D21
DNE_NMCAID_NORIGDIS_NEM0_34,0.7,ESRD,D21
DNE_NMCAID_NORIGDIS_NEM35_44,0.7,ESRD,D21
DNE_NMCAID_NORIGDIS_NEM45_54,0.759,ESRD,D21
DNE_NMCAID_NORIGDIS_NEM55_59,0.865,ESRD,D21
DNE_NMCAID_NORIGDIS_NEM60_64,0.905,ESRD,D21
DNE_NMCAID_NORIGDIS_NEM65_69,1.025,ESRD,D21
DNE_NMCAID_NORIGDIS_NEM70_74,1.127,ESRD,D21
DNE_NMCAID_NORIGDIS_NEM75_79,1.181,ESRD,D21
DNE_NMCAID_NORIGDIS_NEM80_84,1.175,ESRD,D21
DNE_NMCAID_NORIGDIS_NEM85_GT,1.161,ESRD,D21
DNE_MCAID_NORIGDIS_NEF0_34,1.066,ESRD,D21
DNE_MCAID_NORIGDIS_NEF35_44,1.028,ESRD,D21
DNE_MCAID_NORIGDIS_NEF45_54,1.029,ESRD,D21
DNE_MCAID_NORIGDIS_NEF55_59,1.049,ESRD,D21
DNE_MCAID_NORIGDIS_NEF60_64,1.112,ESRD,D21
DNE_MCAID_NORIGDIS_NEF65_69,1.295,ESRD,D21
DNE_MCAID_NORIGDIS_NEF70_74,1.397,ESRD,D21
DNE_MCAID_NORIGDIS_NEF75_79,1.397,ESRD,D21
DNE_MCAID_NORIGDIS_NEF80_84,1.397,ESRD,D21
DNE_MCAID_NORIGDIS_NEF85_GT,1.454,ESRD,D21
DNE_MCAID_NORIGDIS_NEM0_34,0.897,ESRD,D21
DNE_MCAID_NORIGDIS_NEM35_44,0.922,ESRD,D21
DNE_MCAID_NORIGDIS_NEM45_54,0.95,ESRD,D21
DNE_MCAID_NORIGDIS_NEM55_59,1.015,ESRD,D21
DNE_MCAID_NORIGDIS_NEM60_64,1.064,ESRD,D21
DNE_MCAID_NORIGDIS_NEM65_69,1.249,ESRD,D21
DNE_MCAID_NORIGDIS_NEM70_74,1.382,ESRD,D21
DNE_MCAID_NORIGDIS_NEM75_79,1.382,ESRD,D21
DNE_MCAID_NORIGDIS_NEM80_84,1.382,ESRD,D21
DNE_MCAID_NORIGDIS_NEM85_GT,1.485,ESRD,D21
DNE_NMCAID_ORIGDIS_NEF0_34,1.12,ESRD,D21
DNE_NMCAID_ORIGDIS_NEF35_44,1.12,ESRD,D21
DNE_NMCAID_ORIGDIS_NEF45_54,1.12,ESRD,D21
DNE_NMCAID_ORIGDIS_NEF55_59,1.12,ESRD,D21
DNE_NMCAID_ORIGDIS_NEF60_64,1.181,ESRD,D21
DNE_NMCAID_ORIGDIS_NEF65_69,1.236,ESRD,D21
DNE_NMCAID_ORIGDIS_NEF70_74,1.331,ESRD,D21
DNE_NMCAID_ORIGDIS_NEF75_79,1.38,ESRD,D21
DNE_NMCAID_ORIGDIS_NEF80_84,1.38,ESRD,D21
DNE_NMCAID_ORIGDIS_NEF85_GT,1.38,ESRD,D21
DNE_NMCAID_ORIGDIS_NEM0_34,1.001,ESRD,D21
DNE_NMCAID_ORIGDIS_NEM35_44,1.001,ESRD,D21
DNE_NMCAID_ORIGDIS_NEM45_54,1.001,ESRD,D21
DNE_NMCAID_ORIGDIS_NEM55_59,1.033,ESRD,D21
DNE_NMCAID_ORIGDIS_NEM60_64,1.033,ESRD,D21
DNE_NMCAID_ORIGDIS_NEM65_69,1.033,ESRD,D21
DNE_NMCAID_ORIGDIS_NEM70_74,1.22,ESRD,D21
DNE_NMCAID_ORIGDIS_NEM75_79,1.253,ESRD,D21
DNE_NMCAID_ORIGDIS_NEM80_84,1.253,ESRD,D21
DNE_NMCAID_ORIGDIS_NEM85_GT,1.253,ESRD,D21
DNE_MCAID_ORIGDIS_NEF0_34,1.328,ESRD,D21
DNE_MCAID_ORIGDIS_NEF35_44,1.328,ESRD,D21
DNE_MCAID_ORIGDIS_NEF45_54,1.368,ESRD,D21
DNE_MCAID_ORIGDIS_NEF55_59,1.368,ESRD,D21
DNE_MCAID_ORIGDIS_NEF60_64,1.387,ESRD,D21
DNE_MCAID_ORIGDIS_NEF65_69,1.409,ESRD,D21
DNE_MCAID_ORIGDIS_NEF70_74,1.444,ESRD,D21
DNE_MCAID_ORIGDIS_NEF75_79,1.488,ESRD,D21
DNE_MCAID_ORIGDIS_NEF80_84,1.488,ESRD,D21
DNE_MCAID_ORIGDIS_NEF85_GT,1.488,ESRD,D21
DNE_MCAID_ORIGDIS_NEM0_34,1.246,ESRD,D21
DNE_MCAID_ORIGDIS_NEM35_44,1.246,ESRD,D21
DNE_MCAID_ORIGDIS_NEM45_54,1.271,ESRD,D21
DNE_MCAID_ORIGDIS_NEM55_59,1.292,ESRD,D21
DNE_MCAID_ORIGDIS_NEM60_64,1.361,ESRD,D21
DNE_MCAID_ORIGDIS_NEM65_69,1.361,ESRD,D21
DNE_MCAID_ORIGDIS_NEM70_74,1.474,ESRD,D21
DNE_MCAID_ORIGDIS_NEM75_79,1.474,ESRD,D21
DNE_MCAID_ORIGDIS_NEM80_84,1.474,ESRD,D21
DNE_MCAID_ORIGDIS_NEM85_GT,1.474,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEF0_34,0.804,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEF35_44,0.947,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEF45_54,1.015,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEF55_59,1.016,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEF60_64,1.133,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEF65,0.52,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEF66,0.515,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEF67,0.544,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEF68,0.597,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEF69,0.6,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEF70_74,0.69,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEF75_79,0.86,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEF80_84,1.014,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEF85_89,1.294,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEF90_94,1.294,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEF95_GT,1.294,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEM0_34,0.442,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEM35_44,0.657,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEM45_54,0.864,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEM55_59,0.903,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEM60_64,0.948,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEM65,0.517,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEM66,0.533,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEM67,0.582,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEM68,0.626,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEM69,0.69,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEM70_74,0.785,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEM75_79,1.059,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEM80_84,1.246,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEM85_89,1.476,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEM90_94,1.476,ESRD,D21
GNE_NMCAID_NORIGDIS_G_NEM95_GT,1.476,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEF0_34,0.969,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEF35_44,1.202,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEF45_54,1.305,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEF55_59,1.307,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEF60_64,1.408,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEF65,0.993,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEF66,0.897,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEF67,0.919,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEF68,0.95,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEF69,0.95,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEF70_74,0.985,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEF75_79,1.133,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEF80_84,1.352,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEF85_89,1.535,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEF90_94,1.701,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEF95_GT,1.701,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEM0_34,0.734,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEM35_44,1.059,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEM45_54,1.353,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEM55_59,1.418,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEM60_64,1.55,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEM65,1.144,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEM66,1.094,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEM67,1.151,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEM68,1.202,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEM69,1.202,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEM70_74,1.298,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEM75_79,1.407,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEM80_84,1.555,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEM85_89,1.777,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEM90_94,1.777,ESRD,D21
GNE_MCAID_NORIGDIS_G_NEM95_GT,1.777,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEF65,1.067,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEF66,1.067,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEF67,1.067,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEF68,1.284,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEF69,1.284,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEF70_74,1.284,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEF75_79,1.284,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEF80_84,1.284,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEF85_89,1.284,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEF90_94,1.284,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEF95_GT,1.284,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEM65,0.826,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEM66,1.071,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEM67,1.123,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEM68,1.123,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEM69,1.399,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEM70_74,1.399,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEM75_79,1.399,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEM80_84,1.399,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEM85_89,1.399,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEM90_94,1.399,ESRD,D21
GNE_NMCAID_ORIGDIS_G_NEM95_GT,1.399,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEF65,1.457,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEF66,1.457,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEF67,2.003,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEF68,2.003,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEF69,2.003,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEF70_74,2.003,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEF75_79,2.003,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEF80_84,2.003,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEF85_89,2.003,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEF90_94,2.003,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEF95_GT,2.003,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEM65,1.811,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEM66,2.198,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEM67,2.198,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEM68,2.198,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEM69,2.198,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEM70_74,2.198,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEM75_79,2.198,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEM80_84,2.198,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEM85_89,2.198,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEM90_94,2.198,ESRD,D21
GNE_MCAID_ORIGDIS_G_NEM95_GT,2.198,ESRD,D21
CFA_F65_69,0.441,CMS-HCC,C24
CFA_F70_74,0.519,CMS-HCC,C24
CFA_F75_79,0.593,CMS-HCC,C24
CFA_F80_84,0.716,CMS-HCC,C24
CFA_F85_89,0.865,CMS-HCC,C24
CFA_F90_94,0.987,CMS-HCC,C24
CFA_F95_GT,1.041,CMS-HCC,C24
CFA_M65_69,0.494,CMS-HCC,C24
CFA_M70_74,0.6,CMS-HCC,C24
CFA_M75_79,0.71,CMS-HCC,C24
CFA_M80_84,0.803,CMS-HCC,C24
CFA_M85_89,1,CMS-HCC,C24
CFA_M90_94,1.142,CMS-HCC,C24
CFA_M95_GT,1.267,CMS-HCC,C24
CFA_OriginallyDisabled_Female,0.173,CMS-HCC,C24
CFA_OriginallyDisabled_Male,0.182,CMS-HCC,C24
CFA_HCC1,0.595,CMS-HCC,C24
CFA_HCC2,0.453,CMS-HCC,C24
CFA_HCC6,0.572,CMS-HCC,C24
CFA_HCC8,2.566,CMS-HCC,C24
CFA_HCC9,1.01,CMS-HCC,C24
CFA_HCC10,0.717,CMS-HCC,C24
CFA_HCC11,0.317,CMS-HCC,C24
CFA_HCC12,0.158,CMS-HCC,C24
CFA_HCC17,0.34,CMS-HCC,C24
CFA_HCC18,0.34,CMS-HCC,C24
CFA_HCC19,0.107,CMS-HCC,C24
CFA_HCC21,0.693,CMS-HCC,C24
CFA_HCC22,0.383,CMS-HCC,C24
CFA_HCC23,0.211,CMS-HCC,C24
CFA_HCC27,1.111,CMS-HCC,C24
CFA_HCC28,0.411,CMS-HCC,C24
CFA_HCC29,0.042,CMS-HCC,C24
CFA_HCC33,0.258,CMS-HCC,C24
CFA_HCC34,0.349,CMS-HCC,C24
CFA_HCC35,0.275,CMS-HCC,C24
CFA_HCC39,0.558,CMS-HCC,C24
CFA_HCC40,0.371,CMS-HCC,C24
CFA_HCC46,1.214,CMS-HCC,C24
CFA_HCC47,0.452,CMS-HCC,C24
CFA_HCC48,0.221,CMS-HCC,C24
CFA_HCC54,0.538,CMS-HCC,C24
CFA_HCC55,0.538,CMS-HCC,C24
CFA_HCC56,0.538,CMS-HCC,C24
CFA_HCC57,0.57,CMS-HCC,C24
CFA_HCC58,0.57,CMS-HCC,C24
CFA_HCC59,0.299,CMS-HCC,C24
CFA_HCC60,0.299,CMS-HCC,C24
CFA_HCC70,1.038,CMS-HCC,C24
CFA_HCC71,0.921,CMS-HCC,C24
CFA_HCC72,0.532,CMS-HCC,C24
CFA_HCC73,1.101,CMS-HCC,C24
CFA_HCC74,0,CMS-HCC,C24
CFA_HCC75,0.407,CMS-HCC,C24
CFA_HCC76,0.413,CMS-HCC,C24
CFA_HCC77,0.742,CMS-HCC,C24
CFA_HCC78,0.601,CMS-HCC,C24
CFA_HCC79,0.237,CMS-HCC,C24
CFA_HCC80,0.511,CMS-HCC,C24
CFA_HCC82,2.183,CMS-HCC,C24
CFA_HCC83,0.902,CMS-HCC,C24
CFA_HCC84,0.492,CMS-HCC,C24
CFA_HCC85,0.371,CMS-HCC,C24
CFA_HCC86,0.377,CMS-HCC,C24
CFA_HCC87,0.302,CMS-HCC,C24
CFA_HCC88,0.034,CMS-HCC,C24
CFA_HCC96,0.384,CMS-HCC,C24
CFA_HCC99,0.38,CMS-HCC,C24
CFA_HCC100,0.38,CMS-HCC,C24
CFA_HCC103,0.487,CMS-HCC,C24
CFA_HCC104,0.345,CMS-HCC,C24
CFA_HCC106,1.724,CMS-HCC,C24
CFA_HCC107,0.565,CMS-HCC,C24
CFA_HCC108,0.294,CMS-HCC,C24
CFA_HCC110,0.509,CMS-HCC,C24
CFA_HCC111,0.43,CMS-HCC,C24
CFA_HCC112,0.161,CMS-HCC,C24
CFA_HCC114,0.641,CMS-HCC,C24
CFA_HCC115,0.258,CMS-HCC,C24
CFA_HCC122,0.271,CMS-HCC,C24
CFA_HCC124,0.298,CMS-HCC,C24
CFA_HCC134,0.683,CMS-HCC,C24
CFA_HCC135,0.683,CMS-HCC,C24
CFA_HCC136,0.26,CMS-HCC,C24
CFA_HCC137,0.26,CMS-HCC,C24
CFA_HCC138,0.017,CMS-HCC,C24
CFA_HCC157,2.463,CMS-HCC,C24
CFA_HCC158,1.471,CMS-HCC,C24
CFA_HCC161,0.727,CMS-HCC,C24
CFA_HCC162,0.162,CMS-HCC,C24
CFA_HCC166,0.511,CMS-HCC,C24
CFA_HCC167,0.144,CMS-HCC,C24
CFA_HCC169,0.532,CMS-HCC,C24
CFA_HCC170,0.409,CMS-HCC,C24
CFA_HCC173,0.221,CMS-HCC,C24
CFA_HCC176,0.68,CMS-HCC,C24
CFA_HCC186,0.728,CMS-HCC,C24
CFA_HCC188,0.742,CMS-HCC,C24
CFA_HCC189,0.795,CMS-HCC,C24
CFA_HCC51,0.453,CMS-HCC,C24
CFA_HCC52,0.453,CMS-HCC,C24
CFA_HCC159,0.863,CMS-HCC,C24
CFA_HCC47_gCancer,0.853,CMS-HCC,C24
CFA_DIABETES_CHF,0.192,CMS-HCC,C24
CFA_CHF_gCopdCF,0.23,CMS-HCC,C24
CFA_HCC85_gRenal_V24,0.187,CMS-HCC,C24
CFA_gCopdCF_CARD_RESP_FAIL,0.528,CMS-HCC,C24
CFA_HCC85_HCC96,0.138,CMS-HCC,C24
CFA_D6,0.04,CMS-HCC,C24
CFA_D7,0.057,CMS-HCC,C24
CFA_D8,0.095,CMS-HCC,C24
CFA_D9,0.156,CMS-HCC,C24
CFA_D10P,0.373,CMS-HCC,C24
CFD_F0_34,0.349,CMS-HCC,C24
CFD_F35_44,0.349,CMS-HCC,C24
CFD_F45_54,0.374,CMS-HCC,C24
CFD_F55_59,0.434,CMS-HCC,C24
CFD_F60_64,0.49,CMS-HCC,C24
CFD_M0_34,0.24,CMS-HCC,C24
CFD_M35_44,0.235,CMS-HCC,C24
CFD_M45_54,0.307,CMS-HCC,C24
CFD_M55_59,0.402,CMS-HCC,C24
CFD_M60_64,0.526,CMS-HCC,C24
CFD_HCC1,0.396,CMS-HCC,C24
CFD_HCC2,0.53,CMS-HCC,C24
CFD_HCC6,0.803,CMS-HCC,C24
CFD_HCC8,2.801,CMS-HCC,C24
CFD_HCC9,1.001,CMS-HCC,C24
CFD_HCC10,0.756,CMS-HCC,C24
CFD_HCC11,0.355,CMS-HCC,C24
CFD_HCC12,0.212,CMS-HCC,C24
CFD_HCC17,0.423,CMS-HCC,C24
CFD_HCC18,0.423,CMS-HCC,C24
CFD_HCC19,0.145,CMS-HCC,C24
CFD_HCC21,0.723,CMS-HCC,C24
CFD_HCC22,0.297,CMS-HCC,C24
CFD_HCC23,0.299,CMS-HCC,C24
CFD_HCC27,1.101,CMS-HCC,C24
CFD_HCC28,0.365,CMS-HCC,C24
CFD_HCC29,0.292,CMS-HCC,C24
CFD_HCC33,0.538,CMS-HCC,C24
CFD_HCC34,0.762,CMS-HCC,C24
CFD_HCC35,0.551,CMS-HCC,C24
CFD_HCC39,0.682,CMS-HCC,C24
CFD_HCC40,0.328,CMS-HCC,C24
CFD_HCC46,4.309,CMS-HCC,C24
CFD_HCC47,0.691,CMS-HCC,C24
CFD_HCC48,0.298,CMS-HCC,C24
CFD_HCC54,0.896,CMS-HCC,C24
CFD_HCC55,0.356,CMS-HCC,C24
CFD_HCC56,0.348,CMS-HCC,C24
CFD_HCC57,0.381,CMS-HCC,C24
CFD_HCC58,0.231,CMS-HCC,C24
CFD_HCC59,0.127,CMS-HCC,C24
CFD_HCC60,0.1,CMS-HCC,C24
CFD_HCC70,1,CMS-HCC,C24
CFD_HCC71,0.957,CMS-HCC,C24
CFD_HCC72,0.377,CMS-HCC,C24
CFD_HCC73,1.245,CMS-HCC,C24
CFD_HCC74,0,CMS-HCC,C24
CFD_HCC75,0.404,CMS-HCC,C24
CFD_HCC76,0.597,CMS-HCC,C24
CFD_HCC77,0.789,CMS-HCC,C24
CFD_HCC78,0.443,CMS-HCC,C24
CFD_HCC79,0.139,CMS-HCC,C24
CFD_HCC80,0.105,CMS-HCC,C24
CFD_HCC82,1.465,CMS-HCC,C24
CFD_HCC83,0.531,CMS-HCC,C24
CFD_HCC84,0.531,CMS-HCC,C24
CFD_HCC85,0.486,CMS-HCC,C24
CFD_HCC86,0.425,CMS-HCC,C24
CFD_HCC87,0.425,CMS-HCC,C24
CFD_HCC88,0.152,CMS-HCC,C24
CFD_HCC96,0.308,CMS-HCC,C24
CFD_HCC99,0.486,CMS-HCC,C24
CFD_HCC100,0.324,CMS-HCC,C24
CFD_HCC103,0.296,CMS-HCC,C24
CFD_HCC104,0.258,CMS-HCC,C24
CFD_HCC106,1.748,CMS-HCC,C24
CFD_HCC107,0.653,CMS-HCC,C24
CFD_HCC108,0.267,CMS-HCC,C24
CFD_HCC110,3.516,CMS-HCC,C24
CFD_HCC111,0.331,CMS-HCC,C24
CFD_HCC112,0.275,CMS-HCC,C24
CFD_HCC114,0.375,CMS-HCC,C24
CFD_HCC115,0,CMS-HCC,C24
CFD_HCC122,0.269,CMS-HCC,C24
CFD_HCC124,0.145,CMS-HCC,C24
CFD_HCC134,0.594,CMS-HCC,C24
CFD_HCC135,0.594,CMS-HCC,C24
CFD_HCC136,0.323,CMS-HCC,C24
CFD_HCC137,0.138,CMS-HCC,C24
CFD_HCC138,0,CMS-HCC,C24
CFD_HCC157,2.582,CMS-HCC,C24
CFD_HCC158,1.38,CMS-HCC,C24
CFD_HCC161,0.583,CMS-HCC,C24
CFD_HCC162,0.308,CMS-HCC,C24
CFD_HCC166,0.105,CMS-HCC,C24
CFD_HCC167,0.025,CMS-HCC,C24
CFD_HCC169,0.377,CMS-HCC,C24
CFD_HCC170,0.469,CMS-HCC,C24
CFD_HCC173,0.525,CMS-HCC,C24
CFD_HCC176,0.982,CMS-HCC,C24
CFD_HCC186,0.865,CMS-HCC,C24
CFD_HCC188,0.77,CMS-HCC,C24
CFD_HCC189,0.934,CMS-HCC,C24
CFD_HCC51,0.256,CMS-HCC,C24
CFD_HCC52,0.256,CMS-HCC,C24
CFD_HCC159,0.467,CMS-HCC,C24
CFD_HCC47_gCancer,0.679,CMS-HCC,C24
CFD_DIABETES_CHF,0.043,CMS-HCC,C24
CFD_CHF_gCopdCF,0.154,CMS-HCC,C24
CFD_HCC85_gRenal_V24,0.461,CMS-HCC,C24
CFD_gCopdCF_CARD_RESP_FAIL,0.455,CMS-HCC,C24
CFD_HCC85_HCC96,0.361,CMS-HCC,C24
CFD_gSubstanceUseDisorder_gPsych,0.191,CMS-HCC,C24
CFD_D5,0.055,CMS-HCC,C24
CFD_D6,0.167,CMS-HCC,C24
CFD_D7,0.269,CMS-HCC,C24
CFD_D8,0.424,CMS-HCC,C24
CFD_D9,0.549,CMS-HCC,C24
CFD_D10P,1.056,CMS-HCC,C24
CPA_F65_69,0.359,CMS-HCC,C24
CPA_F70_74,0.406,CMS-HCC,C24
CPA_F75_79,0.476,CMS-HCC,C24
CPA_F80_84,0.55,CMS-HCC,C24
CPA_F85_89,0.653,CMS-HCC,C24
CPA_F90_94,0.783,CMS-HCC,C24
CPA_F95_GT,0.873,CMS-HCC,C24
CPA_M65_69,0.37,CMS-HCC,C24
CPA_M70_74,0.427,CMS-HCC,C24
CPA_M75_79,0.5,CMS-HCC,C24
CPA_M80_84,0.544,CMS-HCC,C24
CPA_M85_89,0.659,CMS-HCC,C24
CPA_M90_94,0.834,CMS-HCC,C24
CPA_M95_GT,1.047,CMS-HCC,C24
CPA_OriginallyDisabled_Female,0.136,CMS-HCC,C24
CPA_OriginallyDisabled_Male,0.083,CMS-HCC,C24
CPA_HCC1,0.482,CMS-HCC,C24
CPA_HCC2,0.316,CMS-HCC,C24
CPA_HCC6,0.318,CMS-HCC,C24
CPA_HCC8,2.455,CMS-HCC,C24
CPA_HCC9,1.001,CMS-HCC,C24
CPA_HCC10,0.648,CMS-HCC,C24
CPA_HCC11,0.33,CMS-HCC,C24
CPA_HCC12,0.154,CMS-HCC,C24
CPA_HCC17,0.326,CMS-HCC,C24
CPA_HCC18,0.326,CMS-HCC,C24
CPA_HCC19,0.087,CMS-HCC,C24
CPA_HCC21,0.457,CMS-HCC,C24
CPA_HCC22,0.233,CMS-HCC,C24
CPA_HCC23,0.174,CMS-HCC,C24
CPA_HCC27,0.729,CMS-HCC,C24
CPA_HCC28,0.403,CMS-HCC,C24
CPA_HCC29,0.181,CMS-HCC,C24
CPA_HCC33,0.232,CMS-HCC,C24
CPA_HCC34,0.371,CMS-HCC,C24
CPA_HCC35,0.275,CMS-HCC,C24
CPA_HCC39,0.443,CMS-HCC,C24
CPA_HCC40,0.347,CMS-HCC,C24
CPA_HCC46,1.234,CMS-HCC,C24
CPA_HCC47,0.674,CMS-HCC,C24
CPA_HCC48,0.186,CMS-HCC,C24
CPA_HCC54,0.372,CMS-HCC,C24
CPA_HCC55,0.372,CMS-HCC,C24
CPA_HCC56,0.372,CMS-HCC,C24
CPA_HCC57,0.495,CMS-HCC,C24
CPA_HCC58,0.449,CMS-HCC,C24
CPA_HCC59,0.306,CMS-HCC,C24
CPA_HCC60,0.255,CMS-HCC,C24
CPA_HCC70,1,CMS-HCC,C24
